siros_sg_empresa_icao;siros_nr_voo;siros_sg_icao_origem;siros_sg_icao_destino;siros_cd_tipo_servico;siros_dt_partida_prevista_bsb;siros_dt_chegada_prevista_bsb;vra_nm_empresa;vra_nm_aerodromo_origem;vra_nm_municipio_origem;vra_nm_aerodromo_destino;vra_nm_municipio_destino;vra_dt_partida_real;vra_dt_chegada_real;vra_sn_cancelado;vra_sn_atraso_maior_30min;vra_nr_min_atraso_partida;vra_nr_min_atraso_chegada;estatistica_matricula;estatistica_cd_di;reg_voo_matricula;origem_ds_ceu_menos_4;origem_ds_ceu_menos_3;origem_ds_ceu_menos_2;origem_ds_ceu_menos_1;origem_ds_ceu;origem_ds_ceu_mais_1;origem_ds_ceu_mais_2;origem_ds_ceu_mais_3;origem_ds_ceu_mais_4;origem_ds_tempo_menos_4;origem_ds_tempo_menos_3;origem_ds_tempo_menos_2;origem_ds_tempo_menos_1;origem_ds_tempo;origem_ds_tempo_mais_1;origem_ds_tempo_mais_2;origem_ds_tempo_mais_3;origem_ds_tempo_mais_4;origem_cd_status_menos_4;origem_cd_status_menos_3;origem_cd_status_menos_2;origem_cd_status_menos_1;origem_cd_status;origem_cd_status_mais_1;origem_cd_status_mais_2;origem_cd_status_mais_3;origem_cd_status_mais_4;destino_ds_ceu_menos_4;destino_ds_ceu_menos_3;destino_ds_ceu_menos_2;destino_ds_ceu_menos_1;destino_ds_ceu;destino_ds_ceu_mais_1;destino_ds_ceu_mais_2;destino_ds_ceu_mais_3;destino_ds_ceu_mais_4;destino_ds_tempo_menos_4;destino_ds_tempo_menos_3;destino_ds_tempo_menos_2;destino_ds_tempo_menos_1;destino_ds_tempo;destino_ds_tempo_mais_1;destino_ds_tempo_mais_2;destino_ds_tempo_mais_3;destino_ds_tempo_mais_4;destino_cd_status_menos_4;destino_cd_status_menos_3;destino_cd_status_menos_2;destino_cd_status_menos_1;destino_cd_status;destino_cd_status_mais_1;destino_cd_status_mais_2;destino_cd_status_mais_3;destino_cd_status_mais_4
SKU;620;SCEL;SBGL;J;06/11/2024 05:00;06/11/2024 09:10;SKY AIRLINE S.A.;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT;SANTIAGO;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM;RIO DE JANEIRO;06/11/2024 04:58;06/11/2024 09:07;0.0;0.0;-2.0;-3.0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;com poucas nuvens;;;;;;;;;Sem tempo significativo;;;;;;;;;;;;;
SKU;621;SBGL;SCEL;J;06/11/2024 10:20;06/11/2024 15:05;SKY AIRLINE S.A.;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM;RIO DE JANEIRO;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT;SANTIAGO;06/11/2024 10:20;06/11/2024 15:01;0.0;0.0;0.0;-4.0;;0;;;;;;com poucas nuvens;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;;;;;;;;;;;;;;;;;;;g;;;;
SKU;622;SCEL;SBGL;J;06/11/2024 12:15;06/11/2024 16:25;SKY AIRLINE S.A.;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT;SANTIAGO;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM;RIO DE JANEIRO;06/11/2024 14:25;06/11/2024 18:18;0.0;1.0;130.0;113.0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;com nuvens esparsas;;;;;;;;;Sem tempo significativo;;;;;;;;;;;;;
SKU;623;SBGL;SCEL;J;06/11/2024 17:35;06/11/2024 22:10;SKY AIRLINE S.A.;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM;RIO DE JANEIRO;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT;SANTIAGO;06/11/2024 19:35;07/11/2024 00:30;0.0;1.0;120.0;140.0;;0;;;;;;com poucas nuvens;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;;;;;;;;;;;;;;;;;;;g;;;;
SKU;630;SCEL;SBFL;J;06/11/2024 18:05;06/11/2024 21:20;SKY AIRLINE S.A.;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT;SANTIAGO;HERCÍLIO LUZ;FLORIANÓPOLIS;06/11/2024 18:05;06/11/2024 21:20;0.0;0.0;0.0;0.0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;encoberto;;;;;;;;;Sem tempo significativo;;;;;;;;;;;;;
SKU;631;SBFL;SCEL;J;06/11/2024 22:20;07/11/2024 02:10;SKY AIRLINE S.A.;HERCÍLIO LUZ;FLORIANÓPOLIS;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT;SANTIAGO;06/11/2024 22:18;07/11/2024 01:57;0.0;0.0;-2.0;-13.0;;0;;;;;;encoberto;;;;;;;;;Sem tempo significativo;;;;;;;;;y;;;;;;;;;;;;;;;;;;;;;;;;;;;y;;;;
SKU;634;SCEL;SBFL;J;06/11/2024 14:30;06/11/2024 17:45;SKY AIRLINE S.A.;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT;SANTIAGO;HERCÍLIO LUZ;FLORIANÓPOLIS;06/11/2024 15:55;06/11/2024 19:22;0.0;1.0;85.0;97.0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;encoberto;;;;;;;;;Sem tempo significativo;;;;;;;;;;;;;
SKU;635;SBFL;SCEL;J;06/11/2024 18:45;06/11/2024 22:35;SKY AIRLINE S.A.;HERCÍLIO LUZ;FLORIANÓPOLIS;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT;SANTIAGO;06/11/2024 20:12;06/11/2024 23:46;0.0;1.0;87.0;71.0;;0;;;;;;encoberto;;;;;;;;;Sem tempo significativo;;;;;;;;;y;;;;;;;;;;;;;;;;;;;;;;;;;;;y;;;;
AAL;904;SBGL;KMIA;J;06/11/2024 23:55;07/11/2024 07:45;AMERICAN AIRLINES, INC.;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM;RIO DE JANEIRO;MIAMI INTERNATIONAL AIRPORT;MIAMI, FLORIDA;06/11/2024 23:45;07/11/2024 08:04;0.0;0.0;-10.0;19.0;;0;;;;;;com nuvens esparsas;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;;;;;;;;;;;;;;;;;;;g;;;;
AAL;905;KMIA;SBGL;J;06/11/2024 23:55;07/11/2024 09:25;AMERICAN AIRLINES, INC.;MIAMI INTERNATIONAL AIRPORT;MIAMI, FLORIDA;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM;RIO DE JANEIRO;07/11/2024 00:14;07/11/2024 09:31;0.0;0.0;19.0;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Claro;;;;;;;;;Sem tempo significativo;;;;;;;;;;;;;
AAL;906;SBGR;KMIA;J;06/11/2024 00:30;06/11/2024 08:55;AMERICAN AIRLINES, INC.;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO;GUARULHOS;MIAMI INTERNATIONAL AIRPORT;MIAMI, FLORIDA;06/11/2024 00:24;06/11/2024 08:18;0.0;0.0;-6.0;-37.0;;0;;;;;;nublado;;;;;;;;;Chuva;;;;;;;;;g;;;;;;;;;;;;;;;;;;;;;;;;;;;g;;;;
AAL;925;KMIA;SBGR;J;06/11/2024 23:50;07/11/2024 08:10;AMERICAN AIRLINES, INC.;MIAMI INTERNATIONAL AIRPORT;MIAMI, FLORIDA;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO;GUARULHOS;06/11/2024 23:42;07/11/2024 08:24;0.0;0.0;-8.0;14.0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;encoberto;;;;;;;;;Sem tempo significativo;;;;;;;;;;;;;
AAL;929;KMIA;SBGR;J;06/11/2024 20:50;07/11/2024 06:20;AMERICAN AIRLINES, INC.;MIAMI INTERNATIONAL AIRPORT;MIAMI, FLORIDA;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO;GUARULHOS;06/11/2024 21:56;07/11/2024 06:25;0.0;0.0;66.0;5.0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;;;;;
AAL;930;SBGR;KMIA;J;06/11/2024 22:30;07/11/2024 06:00;AMERICAN AIRLINES, INC.;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO;GUARULHOS;MIAMI INTERNATIONAL AIRPORT;MIAMI, FLORIDA;06/11/2024 22:50;07/11/2024 07:05;0.0;1.0;20.0;65.0;;0;;;;;;encoberto;;;;;;;;;Sem tempo significativo;;;;;;;;;y;;;;;;;;;;;;;;;;;;;;;;;;;;;y;;;;
AAL;936;SBGL;KDFW;J;06/11/2024 23:00;07/11/2024 06:50;AMERICAN AIRLINES, INC.;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM;RIO DE JANEIRO;DALLAS-FORT WORTH INTERNATIONAL AIRPORT;DALLAS & FORT WORTH, TEXAS;06/11/2024 22:21;07/11/2024 08:53;0.0;1.0;-39.0;123.0;;0;;;;;;com poucas nuvens;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;;;;;;;;;;;;;;;;;;;g;;;;
AAL;937;KDFW;SBGL;J;06/11/2024 20:00;07/11/2024 08:00;AMERICAN AIRLINES, INC.;DALLAS-FORT WORTH INTERNATIONAL AIRPORT;DALLAS & FORT WORTH, TEXAS;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM;RIO DE JANEIRO;06/11/2024 22:06;07/11/2024 08:35;0.0;1.0;126.0;35.0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Claro;;;;;;;;;Sem tempo significativo;;;;;;;;;;;;;
AAL;948;KMIA;SBGL;J;06/11/2024 22:10;07/11/2024 05:45;AMERICAN AIRLINES, INC.;MIAMI INTERNATIONAL AIRPORT;MIAMI, FLORIDA;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM;RIO DE JANEIRO;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Claro;;;;;;;;;Sem tempo significativo;;;;;;;;;;;;;
AAL;950;SBGR;KJFK;J;06/11/2024 23:15;07/11/2024 09:00;AMERICAN AIRLINES, INC.;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO;GUARULHOS;JOHN F. KENNEDY INTERNATIONAL AIRPORT;NEW YORK, NEW YORK;06/11/2024 23:20;07/11/2024 08:59;0.0;0.0;5.0;-1.0;;0;;;;;;encoberto;;;;;;;;;Sem tempo significativo;;;;;;;;;y;;;;;;;;;;;;;;;;;;;;;;;;;;;y;;;;
AAL;951;KJFK;SBGR;J;06/11/2024 20:00;07/11/2024 06:05;AMERICAN AIRLINES, INC.;JOHN F. KENNEDY INTERNATIONAL AIRPORT;NEW YORK, NEW YORK;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO;GUARULHOS;06/11/2024 20:54;07/11/2024 06:31;0.0;0.0;54.0;26.0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;;;;;
AAL;958;SBGR;KMIA;J;06/11/2024 23:50;07/11/2024 09:40;AMERICAN AIRLINES, INC.;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO;GUARULHOS;MIAMI INTERNATIONAL AIRPORT;MIAMI, FLORIDA;07/11/2024 00:00;07/11/2024 08:24;0.0;0.0;10.0;-76.0;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;;;;;;;;;;;;;;;;;;;g;;;;
AAL;958;SBGR;KMIA;J;06/11/2024 23:50;07/11/2024 09:40;AMERICAN AIRLINES, INC.;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO;GUARULHOS;MIAMI INTERNATIONAL AIRPORT;MIAMI, FLORIDA;07/11/2024 00:00;07/11/2024 08:24;0.0;0.0;10.0;-76.0;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;;;;;;;;;;;;;;;;;;;g;;;;
AAL;962;SBGR;KDFW;J;06/11/2024 23:00;07/11/2024 09:30;AMERICAN AIRLINES, INC.;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO;GUARULHOS;DALLAS-FORT WORTH INTERNATIONAL AIRPORT;DALLAS & FORT WORTH, TEXAS;06/11/2024 23:01;07/11/2024 08:47;0.0;0.0;1.0;-43.0;;0;;;;;;encoberto;;;;;;;;;Sem tempo significativo;;;;;;;;;y;;;;;;;;;;;;;;;;;;;;;;;;;;;y;;;;
AAL;963;KDFW;SBGR;J;06/11/2024 20:25;07/11/2024 08:35;AMERICAN AIRLINES, INC.;DALLAS-FORT WORTH INTERNATIONAL AIRPORT;DALLAS & FORT WORTH, TEXAS;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO;GUARULHOS;06/11/2024 22:40;07/11/2024 08:49;0.0;0.0;135.0;14.0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;encoberto;;;;;;;;;Sem tempo significativo;;;;;;;;;;;;;
AAL;964;SBGL;KMIA;J;06/11/2024 22:15;07/11/2024 07:00;AMERICAN AIRLINES, INC.;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM;RIO DE JANEIRO;MIAMI INTERNATIONAL AIRPORT;MIAMI, FLORIDA;;;1.0;0.0;;;;;;;;;;com poucas nuvens;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;;;;;;;;;;;;;;;;;;;g;;;;
AAL;973;KJFK;SBGL;J;06/11/2024 22:55;07/11/2024 09:35;AMERICAN AIRLINES, INC.;JOHN F. KENNEDY INTERNATIONAL AIRPORT;NEW YORK, NEW YORK;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM;RIO DE JANEIRO;06/11/2024 23:34;07/11/2024 10:03;0.0;0.0;39.0;28.0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Claro;;;;;;;;;Sem tempo significativo;;;;;;;;;;;;;
AAL;974;SBGL;KJFK;J;06/11/2024 23:00;07/11/2024 06:10;AMERICAN AIRLINES, INC.;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM;RIO DE JANEIRO;JOHN F. KENNEDY INTERNATIONAL AIRPORT;NEW YORK, NEW YORK;06/11/2024 22:55;07/11/2024 08:22;0.0;1.0;-5.0;132.0;;0;;;;;;com poucas nuvens;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;;;;;;;;;;;;;;;;;;;g;;;;
AAL;991;KMIA;SBGL;J;06/11/2024 21:55;07/11/2024 06:20;AMERICAN AIRLINES, INC.;MIAMI INTERNATIONAL AIRPORT;MIAMI, FLORIDA;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM;RIO DE JANEIRO;06/11/2024 23:05;07/11/2024 07:41;0.0;1.0;70.0;81.0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Claro;;;;;;;;;Sem tempo significativo;;;;;;;;;;;;;
AAL;995;KMIA;SBGR;J;06/11/2024 00:55;06/11/2024 09:15;AMERICAN AIRLINES, INC.;MIAMI INTERNATIONAL AIRPORT;MIAMI, FLORIDA;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO;GUARULHOS;06/11/2024 00:52;06/11/2024 09:02;0.0;0.0;-3.0;-13.0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;;;;;
SLM;9913;SMJP;SBBE;J;06/11/2024 21:45;06/11/2024 23:30;SURINAM AIRWAYS LTD;JOHAN ADOLF PENGEL INTERNATIONAL AIRPORT (ZANDERIJ INT´L);ZANDERIJ;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO;BELÉM;06/11/2024 22:08;06/11/2024 23:39;0.0;0.0;23.0;9.0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Claro;;;;;;;;;Sem tempo significativo;;;;;;;;;;;;;
AVA;49;SKBO;SPJC;P;06/11/2024 08:25;06/11/2024 11:25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AVA;50;SPJC;SKBO;P;06/11/2024 12:30;06/11/2024 15:50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AVA;52;SPJC;SKBO;P;06/11/2024 20:45;06/11/2024 23:55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AVA;53;SKBO;SPJC;P;06/11/2024 16:30;06/11/2024 19:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AVA;74;SPJC;SKBO;P;06/11/2024 04:55;06/11/2024 08:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AVA;75;SKBO;SPJC;P;06/11/2024 00:45;06/11/2024 03:50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AVA;83;SKBO;SAEZ;P;06/11/2024 00:20;06/11/2024 07:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AVA;84;SAEZ;SKBO;P;06/11/2024 08:15;06/11/2024 14:35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AVA;85;SKBO;SBGR;J;06/11/2024 23:40;07/11/2024 05:50;AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA;EL DORADO INTERNATIONAL AIRPORT;BOGOTÁ;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO;GUARULHOS;07/11/2024 00:05;07/11/2024 06:00;0.0;0.0;25.0;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;;;;;
AVA;86;SBGR;SKBO;J;06/11/2024 07:35;06/11/2024 13:20;AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO;GUARULHOS;EL DORADO INTERNATIONAL AIRPORT;BOGOTÁ;06/11/2024 07:33;06/11/2024 13:05;0.0;0.0;-2.0;-15.0;;0;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;y;;;;;;;;;;;;;;;;;;;;;;;;;;;y;;;;
AVA;87;SKBO;SAEZ;P;06/11/2024 23:25;07/11/2024 06:05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AVA;88;SAEZ;SKBO;P;06/11/2024 07:10;06/11/2024 13:29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AVA;97;SKBO;SCEL;P;06/11/2024 23:30;07/11/2024 05:25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AVA;98;SCEL;SKBO;P;06/11/2024 06:35;06/11/2024 12:45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AVA;102;SPJC;SKBO;P;06/11/2024 08:30;06/11/2024 11:45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AVA;103;SKBO;SPJC;P;06/11/2024 23:30;07/11/2024 02:45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AVA;109;SKBO;SUMU;P;06/11/2024 23:25;07/11/2024 06:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AVA;111;SKRG;SAEZ;P;06/11/2024 19:00;07/11/2024 01:25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AVA;112;SAEZ;SKRG;P;06/11/2024 02:30;06/11/2024 09:10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AVA;115;SKBO;SCEL;P;06/11/2024 08:25;06/11/2024 14:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AVA;116;SCEL;SKBO;P;06/11/2024 15:25;06/11/2024 21:35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AVA;150;SPJC;SKBO;P;06/11/2024 20:50;07/11/2024 00:05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AVA;151;SKBO;SPJC;P;06/11/2024 15:35;06/11/2024 18:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AVA;184;SBGR;SKBO;J;06/11/2024 16:35;06/11/2024 22:30;AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO;GUARULHOS;EL DORADO INTERNATIONAL AIRPORT;BOGOTÁ;06/11/2024 16:58;06/11/2024 23:19;0.0;1.0;23.0;49.0;;0;;;;;;nublado;;;;;;;;;Trovoada / Chuva;;;;;;;;;y;;;;;;;;;;;;;;;;;;;;;;;;;;;y;;;;
AVA;185;SKBO;SBGR;J;06/11/2024 09:15;06/11/2024 15:25;AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA;EL DORADO INTERNATIONAL AIRPORT;BOGOTÁ;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO;GUARULHOS;06/11/2024 09:14;06/11/2024 15:35;0.0;0.0;-1.0;10.0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;;;;;
AVA;197;SKBO;SBGL;J;06/11/2024 18:15;07/11/2024 00:40;AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA;EL DORADO INTERNATIONAL AIRPORT;BOGOTÁ;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM;RIO DE JANEIRO;06/11/2024 18:16;07/11/2024 01:50;0.0;1.0;1.0;70.0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AVA;198;SBGL;SKBO;J;06/11/2024 01:45;06/11/2024 08:00;AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM;RIO DE JANEIRO;EL DORADO INTERNATIONAL AIRPORT;BOGOTÁ;06/11/2024 01:41;06/11/2024 08:07;0.0;0.0;-4.0;7.0;;0;;;;;;Claro;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;;;;;;;;;;;;;;;;;;;g;;;;
AVA;217;SKBO;SAEZ;P;06/11/2024 18:00;07/11/2024 00:15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AVA;218;SAEZ;SKBO;P;06/11/2024 01:45;06/11/2024 07:54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AVA;224;SLLP;SKBO;P;06/11/2024 04:20;06/11/2024 08:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AVA;239;SKBO;SLLP;P;06/11/2024 23:30;07/11/2024 03:15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AVA;240;SCEL;SKBO;P;06/11/2024 00:45;06/11/2024 06:55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AVA;241;SKBO;SCEL;P;06/11/2024 17:30;06/11/2024 23:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AVA;248;SBGR;SKBO;J;06/11/2024 01:50;06/11/2024 07:45;AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO;GUARULHOS;EL DORADO INTERNATIONAL AIRPORT;BOGOTÁ;06/11/2024 02:03;06/11/2024 07:49;0.0;0.0;13.0;4.0;;0;;;;;;com nuvens esparsas;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;;;;;;;;;;;;;;;;;;;g;;;;
AVA;249;SKBO;SBGR;J;06/11/2024 18:30;07/11/2024 00:45;AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA;EL DORADO INTERNATIONAL AIRPORT;BOGOTÁ;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO;GUARULHOS;06/11/2024 19:08;07/11/2024 01:29;0.0;1.0;38.0;44.0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AVA;260;SBGL;SKBO;J;06/11/2024 07:20;06/11/2024 13:30;AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM;RIO DE JANEIRO;EL DORADO INTERNATIONAL AIRPORT;BOGOTÁ;06/11/2024 07:40;06/11/2024 14:04;0.0;1.0;20.0;34.0;;0;;;;;;com poucas nuvens;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;;;;;;;;;;;;;;;;;;;g;;;;
